Protein,Layer
Q03692,11
Q04941,12
Q05086,11
Q06187,6
Q07699,10
Q0P6D2,16
Q0VDD7,16
Q12952,10
Q14592,5
Q14DG7,10
Q15270,8
Q17RW2,9
Q53RD9,10
Q5T4F7,10
Q67FW5,9
Q6PGQ1,14
Q6PIF6,10
Q6UXU0,26
Q6ZTI6,11
Q75WM6,10
Q7Z4H7,11
Q7Z5M5,10
Q86YB8,16
Q8IY26,11
Q8N135,11
Q8N3R9,11
Q8NFF5,10
Q8NFJ9,10
Q8TCJ2,10
Q8WV48,14
Q8WVD5,7
Q96A08,10
Q96F86,10
Q96HP0,10
Q96I45,26
Q96LW7,12
Q96RA2,10
Q99572,10
Q9BZF1,10
Q9C0A1,8
Q9H4G4,10
Q9HCN3,10
Q9NPA2,6
Q9NR56,10
Q9NWB1,10
Q9NXC5,9
Q9NZ38,14
Q9UGQ2,11
Q9UI26,11
Q9UIK5,9
Q9UKT8,5
Q9Y235,10
Q9Y236,10
Q9Y3M9,16
Q9Y5K6,8
Q9Y5Q3,11
Q9Y5Q6,10
A0A075B6N3,10
A0A087X1G2,16
A0A0A0MT84,17
A0A126GWI2,10
A0A1B0GVY4,31
A0A3B3IRV3,11
A0A7I2V6D3,26
A4FU28,28
A5PKW4,10
A6NC05,10
A6NGA9,9
A6NJW4,10
H3BTG2,8
O15530,6
O43488,10
O94880,10
O95864,10
P02675,10
P06280,10
P07451,10
P13693,14
P16885,6
P17643,10
P19022,10
P28908,14
P35325,12
P42771,6
P47710,12
P50452,16
P51864,10
P57740,16
P58550,9
P61088,10
Q01523,16
Q08830,10
Q14126,10
Q14694,10
Q14773,10
Q16513,6
Q2KHR3,10
Q2NKX8,10
Q2NL98,10
Q2TBE0,10
Q4L180,11
Q5GFL6,10
Q5TA76,12
Q6EBC2,13
Q6ICC9,16
Q6NTF9,10
Q6PKC3,10
Q6ZNK6,10
Q86U42,10
Q86UP6,10
Q8IVU9,11
Q8IYI8,6
Q8N2E2,10
Q8N715,24
Q8NBZ7,10
Q8TC44,32
Q8TCG2,9
Q8WUD4,11
Q8WUI4,10
Q92541,13
Q92747,10
Q96BM0,25
Q96DA0,10
Q96KJ4,10
Q96KM6,5
Q96LQ0,13
Q96NB2,12
Q96PE3,11
Q96PJ5,10
Q96SL4,10
Q96T23,9
Q9BRS2,9
Q9BRV3,12
Q9BU20,10
Q9BXJ0,10
Q9BXS5,10
Q9BYP9,12
Q9H1V8,11
Q9H7X2,11
Q9NP86,10
Q9NPA8,11
Q9NX31,11
Q9NZ94,10
Q9UDT6,10
Q9UH03,9
Q9UH99,11
Q9UHL4,10
Q9UI14,11
Q9UI43,10
Q9UIG0,16
Q9UKN5,22
Q9UN73,10
Q9UPT9,10
Q9Y3E5,10
Q9Y5Y0,10
Q9Y653,9
Q9Y6N7,10
A0A075B6R0,10
A0A0A6YYJ7,10
A0A0U1RQB9,11
A0A0U1RRE5,14
A0A1B0GTQ1,10
A6NNA2,19
C9JC47,14
C9JFL3,2
C9JR72,5
O00231,11
O14926,10
O43491,10
O60347,10
O60806,10
O75821,10
O75844,10
O95477,10
O95528,10
P01714,10
P02810,30
P04637,10
P08910,10
P10163,22
P12004,11
P12757,11
P15018,10
P19338,10
P29279,10
P29322,6
P34931,10
P42898,10
P43003,10
P45974,10
P46094,10
P48304,10
P49715,11
P51826,14
P56134,10
P78562,11
P83731,10
Q01196,10
Q01813,16
Q13021,10
Q15004,16
Q15049,21
Q16820,10
Q16864,10
Q4G0G2,14
Q53FE4,11
Q5JY77,10
Q6NX45,5
Q6NXT4,10
Q6UWQ5,10
Q6UX04,10
Q6UXP7,10
Q71RC2,11
Q75VX8,11
Q86U28,11
Q8IV77,16
Q8IZJ6,10
Q8N8V2,11
Q8NEG2,10
Q8NEZ5,10
Q8NHY3,10
Q8WW32,12
Q8WW36,6
Q969X2,10
Q96E17,10
Q96FJ2,12
Q96FM1,11
Q96LZ3,10
Q96MZ4,14
Q96N76,10
Q96P16,10
Q96RK1,11
Q9BVS5,10
Q9BX10,5
Q9BY89,11
Q9H221,10
Q9H4S2,8
Q9H9V4,7
Q9HD47,11
Q9NPD3,10
Q9NPI7,14
Q9NR00,19
Q9NSI6,11
Q9NVL1,28
Q9NZB8,10
Q9P289,6
Q9P2K5,10
Q9UJ96,14
Q9UKR3,10
Q9UMQ3,8
Q9UN42,10
Q9Y2D9,6
Q9Y2J2,10
Q9Y4G8,10
Q9Y5H8,10
Q9Y5M1,23
Q9Y6Y1,14
A0A075B6S5,10
A0A2R8Y7D0,12
A6NJV1,16
A6NK97,10
E0CX11,11
E9PJI5,11
H3BR10,8
O00629,10
O60663,8
O75052,10
O75879,10
O75909,10
O76075,11
O95696,10
P09496,10
P12694,10
P14384,10
P15586,10
P21452,10
P25774,6
P46977,10
P58012,10
P61247,12
P61803,9
P78356,10
Q12840,8
Q13683,10
Q14554,10
Q14943,10
Q15847,28
Q16552,10
Q2M2I3,10
Q32MQ0,8
Q5SXM2,10
Q5SY80,9
Q5TBB1,16
Q5VVQ6,16
Q6XPS3,6
Q6ZUT1,14
Q71UM5,12
Q7Z5S9,10
Q7Z6P3,10
Q86Y78,10
Q8IX18,10
Q8N0W7,10
Q8N5B7,10
Q8N5V2,10
Q8N6M9,8
Q8ND56,10
Q8NDV2,10
Q8NG97,10
Q8NHE4,19
Q8TBE3,10
Q8TDH9,11
Q8TF08,17
Q8WVB3,12
Q8WWW8,10
Q92934,24
Q969G5,17
Q96CV9,11
Q96G28,11
Q96JM7,10
Q96LD8,16
Q96M95,11
Q96NZ9,16
Q96PX9,10
Q96RK0,11
Q99592,10
Q99715,18
Q9BPX7,10
Q9BY10,10
Q9BY76,10
Q9GZP9,14
Q9H0U6,10
Q9H175,11
Q9H3L0,12
Q9H3Q1,10
Q9H400,11
Q9H4Z2,5
Q9HB31,10
Q9HBI6,11
Q9HD20,6
Q9NS85,12
Q9NWD9,14
Q9NXH8,10
Q9NZA1,16
Q9P209,14
Q9P2H5,10
Q9UBG0,10
Q9UFC0,8
Q9UIL4,10
Q9UJV3,16
Q9UKT4,11
Q9UPE1,6
Q9UPZ6,10
Q9UQB8,10
Q9Y2J8,10
Q9Y535,10
Q9Y5A9,10
Q9Y5R8,14
A0A1B0GTK5,13
A0A1B0GTU1,10
A0A2R8Y556,14
A0A804HJP8,21
A0PK11,9
A6ND01,10
A6NIJ5,10
A8MXZ1,10
B2RNN3,10
O00391,11
O00459,10
O14576,11
O14827,10
O14907,8
O15409,10
O43639,9
O60306,9
O75015,10
O75570,16
O94760,10
O95336,10
O95379,26
P04156,11
P04921,24
P08238,8
P0CH98,16
P0CW21,19
P0DUH7,13
P17568,10
P19438,10
P29016,10
P30531,11
P30533,13
P35218,10
P36507,6
P49721,14
P49789,10
P53621,6
P53677,10
P55808,28
Q05BQ5,10
Q12772,11
Q12913,14
Q15223,10
Q3KRB8,10
Q56UN5,6
Q5H9S7,5
Q5SQQ9,8
Q5T750,12
Q5VV16,10
Q5VWN6,10
Q6ICG6,10
Q6ICL7,10
Q6L8Q7,8
Q6NT46,16
Q6PEV8,14
Q6ZMZ3,10
Q6ZTQ3,10
Q6ZV73,10
Q7LBC6,8
Q7Z444,10
Q86YA3,10
Q8IYP9,10
Q8IYT8,6
Q8N394,10
Q8N4C9,12
Q8NEP7,10
Q8NG41,29
Q8TDM6,10
Q8WTS1,10
Q8WU79,22
Q8WVE7,11
Q8WW12,12
Q8WWB5,10
Q92831,9
Q93100,10
Q969J3,11
Q96I99,10
Q96PY5,10
Q99801,8
Q9BQA5,6
Q9BRQ4,14
Q9BS16,10
Q9BUX1,10
Q9BZK7,9
Q9GZK7,10
Q9H089,10
Q9H098,10
Q9H9Z2,10
Q9HCJ5,10
Q9NQ25,10
Q9NR30,6
Q9NRH2,6
Q9NSD4,5
Q9NTK1,11
Q9NVT9,6
Q9NX14,9
Q9P2S5,16
Q9UI30,11
A2A3N6,10
A2RUS2,10
A6NEE1,10
A6NNM8,10
A8MYJ7,6
B2RUY7,10
O43653,10
O75146,10
O75437,2
O94955,10
O95206,10
O95619,10
O95789,6
O95807,12
P04150,10
P06312,10
P07311,10
P07477,10
P07711,6
P08519,10
P09467,10
P0C866,14
P19484,11
P20290,14
P40199,6
P41250,10
P47736,16
P49815,11
P50876,7
P53539,11
P57059,6
P58317,5
P62699,10
P82933,10
Q13228,10
Q13360,16
Q13882,6
Q14164,6
Q14643,10
Q16821,10
Q3LI60,12
Q495X7,16
Q5GH73,11
Q5T4T6,11
Q6NXG1,10
Q6P1J9,11
Q70CQ1,10
Q76NI1,10
Q7Z340,5
Q7Z5L3,10
Q86U06,10
Q86VD1,8
Q86XQ3,10
Q8IX12,10
Q8N5I3,10
Q8N8E2,5
Q8NEL9,10
Q8NEV8,21
Q8NEY1,10
Q8NFP9,14
Q8NG75,10
Q8NGR5,10
Q8NH02,10
Q8NH48,10
Q8TB36,10
Q8TBR7,16
Q8WTR4,7
Q8WWA1,12
Q8WY98,10
Q8WYK1,10
Q92620,14
Q969V5,12
Q96B86,10
Q96FE5,11
Q96G42,10
Q96N21,10
Q96NU1,11
Q96TC7,10
Q9BQQ7,10
Q9BYG5,8
Q9BYR9,27
Q9H2H0,11
Q9H2S6,16
Q9H3R5,11
Q9H3Z7,6
Q9H5P4,8
Q9H8T0,10
Q9HB66,12
Q9NQW1,16
Q9NUA8,10
Q9NWB7,14
Q9NWZ5,10
Q9NX45,10
Q9P273,10
Q9UGY1,14
Q9UHI6,6
Q9UIY3,10
Q9UKL3,13
Q9Y613,10
Q9Y6Q3,5
A0A075B6V7,17
A0A0G2JN53,10
A0A8V8TPW5,15
B6SEH8,11
B6SEH9,11
F8VTS6,10
H0YKK7,11
O00194,10
O00487,10
O14813,8
O15061,28
O60220,10
O60225,11
O60304,10
O75165,10
O75368,10
O75791,10
O75874,10
O95371,10
P0DJR0,10
P0DV76,10
P0DX02,27
P11464,6
P21917,10
P30536,16
P35410,10
P47890,10
P47898,10
P51575,10
P56381,13
P60014,6
P62875,12
P83105,7
Q00765,16
Q008S8,11
Q13438,10
Q15287,10
Q16827,6
Q1RMZ1,10
Q2NKJ3,10
Q3SY77,10
Q5TEA6,11
Q5TZK3,19
Q6B0B8,14
Q6NT16,10
Q6P2C0,10
Q6PCB7,6
Q6U949,20
Q6UX07,6
Q6ZQQ2,10
Q6ZSK4,23
Q7L513,10
Q7Z398,6
Q7Z4S9,10
Q86SI9,13
Q86T90,25
Q8IVM8,10
Q8IY17,8
Q8IYJ1,10
Q8N157,10
Q8N1T3,10
Q8N584,11
Q8N9T2,14
Q8NEE0,29
Q8NGI1,10
Q8TD19,6
Q8WWF1,21
Q92988,8
Q96DM3,10
Q96GX2,23
Q96HN2,6
Q96KN3,8
Q96L92,11
Q96MN2,5
Q96T37,10
Q99598,10
Q99741,10
Q99808,16
Q99996,16
Q9BVN2,14
Q9H0T7,10
Q9H8M2,11
Q9HAN9,12
Q9NR83,11
Q9NRF9,10
Q9NRG1,10
Q9NV66,10
Q9NVV0,10
Q9NVX7,10
Q9NWV4,11
Q9NYF3,14
Q9NZC2,10
Q9P0G3,10
Q9P0M9,10
Q9P2G9,10
Q9UDX4,6
Q9Y2Q3,10
Q9Y608,11
Q9Y676,10
A0A075B6X8,0
A0A0C4DGP1,14
A0A1B0GUZ9,10
A0A286YF58,11
A6NDN3,25
A8MUU1,12
D6REC4,11
O15428,10
O43242,11
O75586,9
O95622,9
P02814,21
P08172,10
P0CG20,11
P10243,10
P11684,7
P12544,10
P13640,22
P15822,8
P27037,6
P28289,10
P35579,9
P37275,5
P40763,10
P48651,10
P49006,14
P49406,10
P52569,10
P54829,14
P59796,10
P59910,12
P63096,10
P80192,6
Q07617,10
Q13155,10
Q13394,10
Q13564,6
Q13887,22
Q14683,10
Q14916,10
Q15003,10
Q15569,6
Q32NC0,10
Q3KQU3,22
Q53R12,21
Q5SZD4,9
Q5T1S8,10
Q5T5F5,14
Q6H9L7,11
Q6IS14,12
Q6NSI4,10
Q6NXR0,9
Q6NZY4,14
Q6ZUM4,16
Q7Z6K5,12
Q7Z7C8,10
Q86TB9,10
Q86UG4,10
Q86VQ6,10
Q8IV03,16
Q8IXJ9,10
Q8IXS2,10
Q8N350,10
Q8N4K4,10
Q8NCT1,10
Q8NG35,10
Q8NH41,10
Q8NHV1,10
Q8WTS6,22
Q8WZB0,14
Q96DI7,8
Q96IU2,10
Q99457,10
Q99708,11
Q99972,13
Q99983,6
Q9BQ08,11
Q9GZT4,12
Q9H1A3,10
Q9H9B4,11
Q9HAV7,11
Q9HD89,11
Q9NPC4,8
Q9NQV8,22
Q9NRC9,9
Q9NS84,10
Q9NTW7,5
Q9NZ09,10
Q9NZL9,10
Q9P0T7,10
Q9UBS0,6
Q9UGN5,14
Q9UP65,10
Q9Y271,10
Q9Y2H0,11
Q9Y312,10
Q9Y3B6,10
Q9Y493,10
Q9Y624,10
Q9Y6K1,10
A0A075B6N2,10
A0A075B6Z9,14
A0A0B4J249,10
A0A6Q8PHS2,29
A6NDN8,12
A8MTW9,26
A8MX80,9
A8MZ25,14
C9J069,6
H3BQJ8,10
O00214,10
O00268,9
O00401,10
O15018,8
O43196,10
O43300,10
O60331,10
O75110,10
O75352,10
O95931,10
O95976,10
O96000,10
P03950,10
P04183,10
P04280,9
P04732,22
P0C0L5,6
P10155,10
P13164,10
P13489,6
P14927,11
P20132,12
P20807,10
P23946,10
P30622,10
P35398,10
P46531,16
P54760,6
P61236,10
Q05639,9
Q13325,6
Q13332,14
Q13368,11
Q13496,11
Q14028,16
Q14242,7
Q15306,11
Q15436,10
Q15648,11
Q17R98,6
Q58FF7,8
Q5FWE3,11
Q5PR19,11
Q5SZI1,10
Q5VSD8,11
Q5W188,10
Q6BCY4,6
Q6PJ21,10
Q6UWU4,8
Q6ZQT7,10
Q6ZRM9,14
Q6ZS52,29
Q6ZSV7,21
Q6ZTC4,14
Q6ZWC4,14
Q75L30,14
Q7Z3H4,10
Q8IWZ5,16
Q8IYA8,10
Q8IZM0,14
Q8N3C0,10
Q8N6Q1,28
Q8N7P7,2
Q8N8P6,11
Q8N9W7,12
Q8NAQ8,20
Q8NCV1,10
Q8NET5,6
Q8NHQ9,6
Q8TDR4,21
Q92833,8
Q93091,10
Q96A32,10
Q96DE9,12
Q96JL9,5
Q96LT4,11
Q96RD6,10
Q99489,6
Q9BTE3,10
Q9BZ95,10
Q9GZS3,8
Q9NPJ4,11
Q9NRI5,10
Q9NRP7,6
Q9P281,10
Q9P2J3,10
Q9UJZ1,14
Q9ULJ8,6
Q9Y5U8,11
Q9Y693,9
A0A075B700,17
A0A0A0MS06,10
A0A0J9YW14,0
A6NLX3,11
A7E2V4,10
A8K8P3,10
A8MV57,10
A8MVX0,10
O00463,13
O14894,21
O14983,8
O43252,5
O75023,10
O75143,11
O75351,10
O75626,22
O95475,8
P02649,26
P05305,21
P07225,10
P09919,10
P0DKL9,14
P10072,5
P11055,9
P17028,10
P22234,9
P23219,11
P32243,8
P33241,16
P41252,11
P48788,11
P51654,10
P52701,10
P53582,10
P63010,10
Q02413,10
Q03052,8
Q13347,8
Q13619,10
Q13884,8
Q15391,10
Q15691,11
Q2M2Z5,10
Q5GAN3,10
Q5H8C1,10
Q5JTB6,14
Q5SQH8,13
Q5T752,12
Q5U3C3,14
Q68G74,10
Q6BDI9,10
Q6DHV5,10
Q6GV28,11
Q6P3S6,10
Q6PK57,27
Q6UXF7,10
Q6UY14,10
Q6ZT12,10
Q6ZU45,10
Q7Z5J8,6
Q7Z7H8,10
Q86U10,10
Q86X19,10
Q8IYM9,16
Q8N292,10
Q8N6F1,9
Q8NAA6,14
Q8NE65,16
Q8NGK2,10
Q8TAF5,14
Q8TAF7,5
Q8TD47,12
Q8WUW1,10
Q8WVZ9,16
Q8WWX9,10
Q92915,10
Q969J2,10
Q96BW9,10
Q96KA5,11
Q96L14,11
Q9BQE6,17
Q9BX46,10
Q9C093,10
Q9H6D7,14
Q9H845,6
Q9HA92,10
Q9HC24,10
Q9NP92,19
Q9NPF4,10
Q9NRL3,10
Q9NS26,9
Q9NWT1,5
Q9NY35,9
Q9NYU1,10
Q9UIV8,16
Q9UK45,12
Q9UPU3,10
Q9Y5E3,10
Q9Y5F1,10
Q9Y5U4,12
A0A0B4J238,10
A0A0B4J2F2,6
A0A1W2PR95,14
A6NDS4,16
A6NEV1,10
A6NIV6,9
A6NLC5,10
A8K0S8,10
E7ETH6,16
O14896,11
O60318,11
O75439,10
O75771,10
O75884,6
O75888,10
O95238,10
O95832,9
O95858,10
P05549,19
P08493,12
P08697,10
P0C7M7,6
P0DP58,10
P15374,16
P16442,10
P47712,11
P51178,6
P60903,10
P62906,10
P78363,10
P78414,8
P80108,16
Q01546,11
Q06546,10
Q07092,10
Q0VGL1,10
Q12794,10
Q12983,10
Q13642,10
Q15125,11
Q15311,10
Q15326,10
Q15649,10
Q15858,7
Q16777,10
Q5GJ75,28
Q5JSZ5,11
Q5SY85,14
Q5VUY2,10
Q5VYV7,14
Q66K64,11
Q68EN5,10
Q6A162,11
Q6AZZ1,10
Q6NWY9,10
Q6P1X6,29
Q6PEY1,12
Q6UWL6,10
Q6UX27,10
Q7Z5L4,15
Q86T82,10
Q86XR8,11
Q8N888,13
Q8N8L6,10
Q8NDF8,10
Q8NGE8,10
Q8WUK0,10
Q8WVK2,14
Q96D31,11
Q96DM1,10
Q96ER9,10
Q96EU7,10
Q96JP2,10
Q96LD4,16
Q96NE9,10
Q96P69,10
Q96PP8,9
Q96PY0,14
Q96T25,6
Q99674,10
Q9BWX1,10
Q9BYQ5,2
Q9BZY9,16
Q9GZX3,10
Q9H1P3,10
Q9H6Q4,10
Q9H7R0,16
Q9HAW8,10
Q9HBM0,10
Q9HBT7,10
Q9NQX4,14
Q9NS61,10
Q9NXL2,9
Q9P2N6,10
Q9UBT3,11
Q9UIH9,6
Q9UIR0,6
Q9UJQ1,10
Q9Y2D2,10
Q9Y6D5,11
A0A0A6YYK1,10
A0A0B4J266,10
A0A1B0GTW7,8
A0A2R8Y619,10
A0A590UK24,21
A4D1S0,10
A4QMS7,17
A8K4G0,10
B1APH4,16
B4E2M5,10
O00159,10
O00399,12
O15015,5
O60733,8
O94915,11
O94992,10
O95347,10
P01611,10
P04440,10
P08218,10
P08708,10
P0DKV0,10
P0DM35,22
P10266,9
P11413,10
P17509,8
P19793,10
P24394,10
P30679,10
P43115,10
P46778,12
P46782,11
P49005,10
P51157,10
P54646,6
P57077,11
P57730,16
P62308,10
P78317,7
P98173,10
Q06643,10
Q13418,6
Q13530,11
Q14CZ7,10
Q5BJF2,10
Q5XUX0,10
Q6AWC2,10
Q6N043,6
Q6NUJ1,10
Q6NUR6,21
Q6PIJ6,9
Q6W4X9,10
Q6ZQW0,10
Q6ZWK4,19
Q701N4,12
Q7Z553,10
Q86WC6,6
Q86WI0,9
Q8IUH4,10
Q8N196,8
Q8N1G2,10
Q8N7X2,10
Q8NC44,12
Q8NGJ9,10
Q8NHA8,10
Q8NI51,5
Q8WTQ1,10
Q93063,10
Q969K3,11
Q96GG9,10
Q96GU1,23
Q96L50,6
Q96LU7,11
Q96MV8,10
Q96MW5,10
Q96PB7,13
Q99828,7
Q99969,10
Q9BPX6,10
Q9BR46,29
Q9BSG0,10
Q9BXY4,10
Q9BYE9,10
Q9BZF2,10
Q9GZP4,10
Q9H7B7,10
Q9HC07,10
Q9NUG4,10
Q9NXH9,10
Q9NZH7,10
Q9UFW8,11
Q9UGU5,11
Q9UKT6,9
Q9UKX3,9
Q9UL52,10
Q9Y257,10
Q9Y603,10
Q9Y614,10
Q9Y6N9,8
A0A087WT03,10
A0A0A0MRZ7,10
A0A3B3IS91,20
A0A7P0T9M0,23
A0N4Z7,17
A6NH13,14
A8MZH6,16
B1ANY3,13
O00204,10
O00570,11
O14668,11
O14713,10
O14924,10
O15111,6
O15213,10
O15524,10
O15544,2
O60729,6
O75717,10
O95568,10
P07438,22
P07948,6
P09105,10
P15248,13
P21728,10
P22695,10
P28069,8
P28332,10
P29218,10
P29803,10
P49916,10
P50458,10
P51671,10
P52849,10
P53816,16
P61158,10
P61550,9
P68032,10
P78310,10
Q00978,11
Q0D2J5,6
Q12950,10
Q13162,10
Q13233,6
Q14149,8
Q14566,8
Q14696,10
Q15048,10
Q15052,10
Q1AE95,10
Q49A17,11
Q5T0Z8,11
Q5TZJ5,11
Q68D51,10
Q6L8G8,12
Q6NTE8,11
Q6P2S7,5
Q6UVJ0,13
Q6XQN6,11
Q6ZUV0,10
Q7Z449,10
Q86YV9,6
Q8N5U6,8
Q8N8C0,6
Q8NET4,11
Q8NHP7,10
Q8TC94,10
Q8WVR3,10
Q8WWZ8,10
Q8WXA2,10
Q92771,6
Q92777,10
Q92896,10
Q96BV0,5
Q96BZ9,10
Q96D98,21
Q96LT6,13
Q96M15,10
Q96PS6,14
Q96PV6,11
Q9BQE4,11
Q9BSM1,11
Q9BW30,9
Q9BX82,16
Q9BZL1,12
Q9H0H3,10
Q9H0N5,10
Q9H2A9,8
Q9HBE1,10
Q9HBT8,6
Q9NP81,11
Q9NR11,6
Q9NV12,9
Q9NZP6,21
Q9P1C3,24
Q9ULQ0,10
Q9Y2C3,10
Q9Y592,2
Q9Y675,21
A0A087WU04,17
A0A087WZ39,10
A0A1B0GUU1,14
H0Y7S4,8
O00574,10
O14772,10
O15540,13
O60542,10
O75593,10
O75746,7
O75808,14
O95025,10
O95267,10
O95461,10
P00915,10
P02654,26
P03923,11
P05162,10
P09769,6
P10075,6
P11169,10
P17900,10
P35638,14
P35659,12
P41567,10
P43146,10
P49810,11
P55344,9
P56159,10
P62253,10
Q02790,10
Q08E93,14
Q15937,6
Q16663,10
Q16718,10
Q3LI63,20
Q4KMZ8,10
Q5H9T9,10
Q5VT99,11
Q5VVS0,11
Q6PF15,16
Q6ZMV9,8
Q6ZUX3,10
Q7L4P6,14
Q7RTN6,6
Q7Z5B4,10
Q86Y30,16
Q86YW5,10
Q8IUC2,12
Q8IV31,14
Q8IWV2,10
Q8IZP1,16
Q8N5J2,10
Q8N7B1,10
Q8N7C4,16
Q8N7U7,10
Q8N8H1,29
Q8N9U9,32
Q8NB59,10
Q8ND24,11
Q8ND71,5
Q8NEK5,5
Q8NER1,10
Q8NGP6,10
Q8TBF4,10
Q8TEQ0,10
Q8WTP9,11
Q8WW38,9
Q92930,10
Q969Z3,10
Q96BK5,10
Q96BR9,10
Q96BU1,21
Q96C03,10
Q96C55,6
Q96EM0,11
Q96IZ5,10
Q96NU7,10
Q96P65,10
Q96R45,10
Q99743,10
Q9BUR4,14
Q9BVL4,9
Q9BY11,10
Q9GZL7,11
Q9H0W5,11
Q9H1H9,10
Q9H792,6
Q9H7B4,12
Q9H9S5,10
Q9HB90,10
Q9HC52,10
Q9HC56,10
Q9NR20,6
Q9NZJ9,10
Q9NZP2,10
Q9UBT7,11
Q9ULF5,10
Q9Y2L8,11
Q9Y6Z4,14
A0A087X096,17
A0A6I8PU40,14
A2RRL7,12
A6NKP2,11
A6NNZ2,10
A8MTJ3,10
O00116,11
O14717,10
O14764,10
O15084,31
O60930,10
O60939,10
O75127,6
O76041,9
P06702,10
P0CL80,10
P11465,10
P13686,10
P24311,17
P31269,8
P31431,24
P36405,10
P40198,10
P51608,10
P51817,6
P52951,8
P54707,6
Q0P651,10
Q13571,22
Q14587,16
Q15722,10
Q15744,11
Q15835,6
Q15843,12
Q2HXU8,10
Q3KP66,11
Q494R4,10
Q53H76,11
Q5SY13,21
Q5T8I9,10
Q5VT66,10
Q693B1,10
Q6PIU1,14
Q6TFL3,26
Q6UXI9,14
Q6UXL0,10
Q6UXT8,10
Q6UY18,11
Q6VAB6,6
Q6ZSM3,10
Q7L311,10
Q7L7X3,6
Q8IUR6,11
Q8IZU3,16
Q8N122,10
Q8N661,10
Q8NA75,6
Q8NAE3,23
Q8NAV2,11
Q8NCQ7,16
Q8NEG0,11
Q8NG77,10
Q8NGU9,10
Q8NI17,10
Q8NI22,10
Q8TCD5,12
Q8TDI7,10
Q8TED4,10
Q92913,10
Q96CB9,6
Q96CP2,10
Q96F44,16
Q96KN8,16
Q99678,10
Q99706,10
Q9BPZ7,10
Q9BSJ1,16
Q9BYQ0,12
Q9BZG8,10
Q9BZV1,11
Q9H0C1,5
Q9H6R4,10
Q9H9A6,11
Q9HAY2,10
Q9HC23,10
Q9NQZ2,10
Q9NRX6,21
Q9NW81,10
Q9NW97,14
Q9NX40,9
Q9NXB9,16
Q9UBX5,8
Q9UL41,11
Q9UQ13,6
Q9Y267,10
Q9Y2B4,9
Q9Y2K5,10
Q9Y2T7,10
Q9Y3D2,10
Q9Y618,10
A0A0J9YX94,11
A0A1W2PPK0,8
A6NCQ9,8
A6NIJ9,10
A6NIZ1,10
C9J302,19
O14718,10
O15031,10
O43298,10
O43318,6
O60285,6
O75604,10
O94768,6
P05546,10
P06576,10
P0DOY5,12
P13533,9
P19113,6
P19835,10
P25103,10
P25713,22
P28329,16
P32004,10
P45452,6
P46020,10
P48061,10
P48728,10
P48960,9
P49336,6
P49757,10
P49771,11
P51911,10
P53384,10
P54315,11
P55201,10
P55735,5
P60981,12
P62333,10
P78413,8
P83916,10
Q01581,10
Q13523,6
Q13563,10
Q14832,10
Q15056,10
Q15390,11
Q495N2,16
Q52M75,14
Q567U6,14
Q5QGS0,11
Q5VWM4,10
Q6PIW4,10
Q6PML9,10
Q6QHF9,12
Q6TCH7,10
Q6UWI4,10
Q6UWM5,10
Q6VVX0,10
Q6ZWT7,16
Q7L5Y1,10
Q7Z7K6,10
Q86V42,10
Q8IV36,10
Q8IXK0,11
Q8N0V4,11
Q8N7M2,29
Q8NEV4,6
Q8NFW9,11
Q8NGI7,10
Q8NGR6,10
Q8NH04,10
Q8TB52,9
Q8TEY5,11
Q8WVZ1,10
Q92731,10
Q92997,8
Q96DN2,10
Q96DZ5,10
Q96E35,10
Q96FJ0,10
Q96KN2,8
Q96PP4,21
Q99218,21
Q99666,10
Q9BQK8,10
Q9BX79,12
Q9BXB7,6
Q9BXT5,12
Q9GZN4,10
Q9H2G4,10
Q9H2J4,10
Q9H3U7,7
Q9NRJ7,10
Q9NWU5,10
Q9UBE0,10
Q9UIL8,10
Q9UKC9,9
Q9UNL2,11
Q9Y3E2,10
Q9Y561,14
A0A0B4J1V2,10
A0A0K0K1A3,10
A0A0U1RQF7,9
A0A1B0GUS0,11
A0A494C071,10
A0A5A6,10
A0A8I5KY20,16
A4D161,11
A6NEY8,14
I0J062,14
O14904,10
O15195,10
O15265,11
O43166,16
O43603,10
O60391,10
O75071,10
O75348,10
O75394,11
O75467,6
O76013,10
O94919,10
P00390,10
P0C7V8,10
P0CG34,11
P0DQW0,10
P0DW85,10
P10415,10
P12273,8
P12956,10
P14373,16
P22415,10
P28328,11
P31930,10
P43243,8
P45378,11
P47870,10
P48553,10
P49368,10
P53992,10
P61313,10
Q02221,11
Q02880,10
Q0D2K0,10
Q13349,10
Q14050,7
Q16099,10
Q4G176,6
Q5HYW3,11
Q5JXX7,14
Q5SRD1,9
Q5T230,10
Q5T9Z0,11
Q5VYM1,14
Q6UY11,6
Q6ZNX1,10
Q6ZRP7,11
Q6ZSG2,10
Q7L273,11
Q7LC44,10
Q7Z2D5,10
Q7Z3Q1,10
Q7Z628,10
Q8N0Z2,10
Q8N8J0,11
Q8NAN2,10
Q8NEB5,11
Q8NGF1,10
Q8NHJ6,10
Q8TAV0,10
Q8TD84,6
Q8TF74,20
Q8WZ71,10
Q969W8,2
Q96IW2,10
Q96JC9,10
Q96PI1,12
Q96QD9,14
Q96R06,11
Q9BW27,11
Q9BXM7,6
Q9BYR8,20
Q9BYU5,27
Q9H269,11
Q9H2W6,10
Q9HBA0,10
